#gene ID	dictybase ID										
#genename	gene name										
#synonyms	dictybase synonyms										
#annotation	gene annotation										
#go_terms	"GO terms associated with gene. Biological process, Molecular Function and #Cellular Component ontologies are separated by || and each term within the ontology is #separated by comma."										
#domains	Protein domain identified in gene. Separated by comma.										
#polyA	Indicate if gene has polyA tail										
#est_count	Number of ESTs mapping to gene										
#published_mutants	Published mutants of gene. Each strain is separated by ||. The phenotype #for each strain is separated by comma.										
#cell_type	gene enrichment in cell type. Defined using Maeda et al.										
#enrichment_pattern	The clone ID and cell type enrichment pattern reported by Maeda et al.										
#percent_mapability	The percent of mapable transcript nucleotides 										
#											
gene ID	genename	synonyms	annotation	go_terms	domains	polyA	est_count	published_mutants	cell_type	enrichment_pattern	percent_mapability
DDB_G0289951	DDB_G0289951					Y					1
DDB_G0289953	DDB_G0289953			"P: carbohydrate metabolic process || F: catalytic activity, hydrolase activity, hydrolyzing O-glycosyl compounds, cation binding || C: "	Cellulase	Y	17				0.927398
DDB_G0289955	DDB_G0289955					Y	3				1
DDB_G0289957	DDB_G0289957					Y	9				1
DDB_G0289959	DDB_G0289959					Y					0.902439
DDB_G0289961	DDB_G0289961		transmembrane protein	P: biological_process || F: molecular_function || C: integral to membrane	DUF2296	Y					0.952206
DDB_G0289963	DDB_G0289963					Y					0.906625
DDB_G0289965	DDB_G0289965					Y					0.857469
DDB_G0289967	sir2D		"NAD(+)-dependent deacetylase, silent information regulator protein (Sir2) family protein"	"P: chromatin silencing, regulation of transcription, DNA-dependent, protein amino acid deacetylation || F: DNA binding, zinc ion binding, NAD-dependent histone deacetylase activity, NAD or NADH binding || C: nucleus, chromatin silencing complex"	SIR2	Y					0.989571
DDB_G0289969	DDB_G0289969					Y	2				1
DDB_G0289971	med24	med5	putative mediator complex subunit 24	P: transcription initiation from RNA polymerase II promoter || F: RNA polymerase II transcription mediator activity || C: mediator complex		Y					0.903141
DDB_G0289973	DDB_G0289973				Glycos_transf_2	Y					0.988737
DDB_G0289975	DDB_G0289975		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y					0.908387
DDB_G0289977	DDB_G0289977				"FNIP, FNIP"	Y					0.906401
DDB_G0289979	DDB_G0289979		"pleckstrin homology (PH) domain-containing protein, putative tyrosine phosphatase, C2 calcium/lipid-binding (CaLB) region-containing protein"	P: protein amino acid dephosphorylation || F: phosphoprotein phosphatase activity || C: cellular_component	"PH, PTEN_C2"	Y	2				1
DDB_G0289981	DDB_G0289981					Y					0.418182
DDB_G0289983	DDB_G0289983					Y					0.494318
DDB_G0289985	DDB_G0289985		putative transmembrane protein	P: biological_process || F: molecular_function || C: integral to membrane	Cation_ATPase_C	Y	7				0.979427
DDB_G0289987	DDB_G0289987		Conserved hypothetical protein.	"P:  || F: nucleic acid binding, RNA binding, binding, zinc ion binding || C: "	"zf-CCCH, PUF, PUF, PUF, PUF, PUF, PUF, PUF, PUF"	Y	2				0.934447
DDB_G0289989	DDB_G0289989					Y					1
DDB_G0289991	DDB_G0289991			P:  || F: heat shock protein binding || C: membrane	DnaJ	Y	6				1
DDB_G0289993	DDB_G0289993		acyl-CoA oxidase	"P: fatty acid beta-oxidation, metabolic process || F: acyl-CoA dehydrogenase activity, acyl-CoA oxidase activity, oxidoreductase activity, acting on the CH-CH group of donors, FAD binding || C: peroxisome"	"ACOX, Acyl-CoA_dh_M"	Y	3				0.998574
DDB_G0289995	DDB_G0289995				"FNIP, FNIP, FNIP, FNIP, FNIP"	Y	2				0.968795
DDB_G0289997	DDB_G0289997					Y	5				1
DDB_G0289999	DDB_G0289999				Methyltransf_11	Y					0.992133
DDB_G0290001	DDB_G0290001				Methyltransf_11	Y	1				1
DDB_G0290003	DDB_G0290003					Y					1
DDB_G0290005	DDB_G0290005		myotubularin-related protein			Y	48				0.95674
DDB_G0290007	DDB_G0290007		Conserved hypothetical protein.		DUF971	Y					0.950427
DDB_G0290009	sr	"SPR, SR"	sepiapterin reductase	"P: tetrahydrobiopterin biosynthetic process, tetrahydrobiopterin biosynthetic process, pteridine and derivative biosynthetic process || F: sepiapterin reductase activity, sepiapterin reductase activity, sepiapterin reductase activity || C: soluble fraction"		Y	9	"sr-: decreased cytochrome C oxidase activity, decreased growth rate, decreased intracellular pteridine level, decreased spore viability"			1
DDB_G0290011	ipi	"Dipi, IDI"	"isopentenyl-diphosphate D-isomerase, isopentenyl pyrophosphate isomerase, IDP isomerase"	"P: isoprenoid biosynthetic process || F: isopentenyl-diphosphate delta-isomerase activity, hydrolase activity, isomerase activity || C: "	NUDIX	Y	3				1
DDB_G0290013	DDB_G0290013					Y					0.976331
DDB_G0290015	grxA	Grx1	glutaredoxin	"P: transport, response to oxidative stress, culmination during sorocarp development, cell redox homeostasis, cell redox homeostasis || F: glutathione transferase activity, electron carrier activity, protein disulfide oxidoreductase activity, glutathione binding, NADP or NADPH binding || C: intracellular"	Glutaredoxin	Y	3	"[act15]:grxA: decreased gene expression, delayed culmition || [act15]:grxA(C21S): wild type || [act15]:grxA/[act15]:lacZ: increased sorting to prestalk region"			1
DDB_G0290017	DDB_G0290017			"P: protein folding || F: heat shock protein binding, unfolded protein binding || C: "	DnaJ	Y	2				1
DDB_G0290019	DDB_G0290019					Y	3				0.932605
DDB_G0290021	DDB_G0290021					Y					0.973275
DDB_G0290023	gxcL	RacGEF	"pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein"	P: regulation of Rho protein signal transduction || F: Rho guanyl-nucleotide exchange factor activity || C: intracellular	RhoGEF	Y	2				0.882183
DDB_G0290025	DDB_G0290025		CG7427 protein (RE66446p).		DUF298	Y	1				0.990679
DDB_G0290027	DDB_G0290027		bolA family protein	P: biological_process || F: molecular_function || C: cellular_component	BolA	Y	5				1
DDB_G0290029	DDB_G0290029		C2H2-type zinc finger-containing protein	"P: biological_process || F: nucleic acid binding, zinc ion binding, metal ion binding || C: intracellular, nucleus"	zf-C2H2	Y	1				1
DDB_G0290031	DDB_G0290031		O95478 TGF beta-inducible nuclear protein 1 (Hairy cell leukemia protein 1) (HUSSY-29).	P:  || F:  || C: intracellular	Ribosomal_S8e	Y	2				1
DDB_G0290033	dtymk	"TMK, tmkA"	"thymidylate kinase, dTMP kinase"	"P: dUDP biosynthetic process, dTDP biosynthetic process, dTTP biosynthetic process, DNA-dependent DNA replication, DNA repair || F: thymidylate kinase activity, uridylate kinase activity, kinase activity || C: nucleus"	Thymidylate_kin	Y					0.998507
DDB_G0290035	DDB_G0290035		"Aminotransferase, putative."	P: metabolic process || F: transaminase activity || C: 	"Aminotran_5, ATP_bind_3"	Y					0.942555
DDB_G0290037	DDB_G0290037		EGF-like domain-containing protein	P: biological_process || F: molecular_function || C: integral to membrane		Y	4				0.631903
DDB_G0290039	DDB_G0290039					Y					0.952744
DDB_G0290041	DDB_G0290041					Y	3				1
DDB_G0290043	DDB_G0290043		Q94481 Protein cigB (Fragment).		"FNIP, FNIP, FNIP, FNIP"	Y					0.581774
DDB_G0290045	DDB_G0290045					Y					0.979239
DDB_G0290047	DDB_G0290047		Q94481 Protein cigB (Fragment).			Y					0.367133
DDB_G0290051	DDB_G0290051		Similar to Dictyostelium discoideum (Slime mold). CIGB protein.		"FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP"	Y					0.470682
DDB_G0290053	tmem170		"transmembrane protein, TMEM170 family protein"			Y	3				1
DDB_G0290055	uap1		"UDP-N-acetylglucosamine pyrophosphorylase, UDP-N-acetylgalactosamine pyrophosphorylase"	P: metabolic process || F: nucleotidyltransferase activity || C: 	UDPGP	Y	18				0.997952
DDB_G0290057	DDB_G0290057					Y					1
DDB_G0290059	DDB_G0290059		Similar to Dictyostelium discoideum (Slime mold). hypothetical 127.0 kDa protein.		EGF_2	Y					0.609437
DDB_G0290061	DDB_G0290061		Similar to Dictyostelium discoideum (Slime mold). hypothetical 127.0 kDa protein.	P:  || F: nucleic acid binding || C: nucleus	"DDE, EGF_2"	Y					0.728406
DDB_G0290063	DDB_G0290063		EGF-like domain-containing protein	P: sexual reproduction || F: molecular_function || C: integral to membrane		Y	2	[Ri]DDB_G0290063: wild type			0.799095
DDB_G0290065	DDB_G0290065		Similar to Dictyostelium discoideum (Slime mold). CIGB protein.		FNIP	Y					0.634361
DDB_G0290067	cigB	"veg137, rcdJ"	"FNIP repeat-containing protein, B-box zinc finger-containing protein"		"FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP, FNIP"	Y	5				0.181219
DDB_G0290069	pitA		phosphatidylinositol transfer protein 1	P: transport || F:  || C: intracellular	IP_trans	Y	2				0.994975
DDB_G0290071	sigG		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	35				1
DDB_G0290073	DDB_G0290073					Y					0.921837
DDB_G0290075	DDB_G0290075	PP2C	protein phosphatase 2C	P:  || F: catalytic activity || C: 		Y	4				0.998766
DDB_G0290077	mlcB		myoB light chain	"P: biological_process || F: calcium ion binding, myosin I binding || C: myosin I complex"	efhand	Y	3				0.964126
DDB_G0290079	pgtB		putative glycosyltransferase	"P: biological_process || F: transferase activity, transferase activity, transferring glycosyl groups || C: cellular_component"	"Glycos_transf_1, Glycos_transf_2"	Y	74				1
DDB_G0290081	sort1	VPS10	"PDZ domain-containing protein, sortilin"	"P: intracellular protein transport || F: protein binding, protein transporter activity || C: integral to membrane"	BNR	Y	779				1
DDB_G0290083	DDB_G0290083		phenylacetic acid degradation-related protein	P: biological_process || F: catalytic activity || C: cellular_component	4HBT	Y	3				1
DDB_G0290085	DDB_G0290085			"P: carbohydrate metabolic process, glycerol metabolic process || F: catalytic activity, glycerophosphodiester phosphodiesterase activity, hydrolase activity, carbohydrate binding || C: "	"Ank, Ank, Ank, Ank, Ank, Ank, Ank, CBM_20, GDPD, SPX"	Y	3				0.963066
DDB_G0290087	vps2A	VPS2	SNF7 family protein	P: protein transport || F: molecular_function || C: ESCRT III complex	Snf7	Y	3				0.998392
DDB_G0290089	DDB_G0290089			P: fatty acid biosynthetic process || F: malonyl-CoA decarboxylase activity || C: 	MCD	Y	10				0.990377
DDB_G0290091	rpl22a	rpl22	S60 ribosomal protein L22	"P: translation || F: structural constituent of ribosome || C: intracellular, ribosome"	Ribosomal_L22e	Y	7				0.786932
DDB_G0290093	DDB_G0290093					Y	4				0.964724
DDB_G0290095	DDB_G0290095					Y					0.972767
DDB_G0290097	DDB_G0290097					Y					0.975224
DDB_G0290099	DDB_G0290099		Q94481 Protein cigB (Fragment).			Y					0.709677
DDB_G0290101	DDB_G0290101		Q94481 Protein cigB (Fragment).		"FNIP, FNIP, FNIP, FNIP, FNIP, FNIP"	Y					0.706595
DDB_G0290103	elp3		"elongation protein 3, RNA polymerase II elongator complex subunit, HAG group protein, GCN5-related N-acetyltransferase, GNAT family protein"	"P: regulation of transcription from RNA polymerase II promoter || F: catalytic activity, histone acetyltransferase activity, iron ion binding, RNA polymerase II transcription elongation factor activity || C: transcription elongation factor complex, DNA-directed RNA polymerase II, holoenzyme"	"Acetyltransf_1, Radical_SAM"	Y					0.998215
DDB_G0290105	DDB_G0290105		C2H2-type zinc finger-containing protein	"P: biological_process || F: nucleic acid binding, zinc ion binding || C: intracellular, nucleus"		Y					0.977778
DDB_G0290107	DDB_G0290107					Y	4				0.985418
DDB_G0290109	DDB_G0290109		Q94481 Protein cigB (Fragment).		"FNIP, FNIP, FNIP, FNIP, FNIP"	Y	3				0.108971
DDB_G0290111	adhfe1		"iron-containing alcohol dehydrogenase, alcohol dehydrogenase iron-containing 1"	"P: metabolic process || F: oxidoreductase activity, metal ion binding || C: cellular_component"	Fe-ADH	Y	5				1
DDB_G0290113	DDB_G0290113		"FNIP repeat-containing protein, B-box zinc finger-containing protein"	P: biological_process || F: zinc ion binding || C: intracellular		Y	2				0.38486
DDB_G0290115	DDB_G0290115				"FNIP, FNIP, FNIP, FNIP"	Y	2				0.234155
DDB_G0290119	DDB_G0290119_ps		pseudogene			Y					0.414286
DDB_G0290121	purD		"phosphoribosylamine-glycine ligase, phosphoribosylformylglycinamide cyclo-ligase"	"P: purine base metabolic process, purine nucleotide biosynthetic process, 'de novo' IMP biosynthetic process, purine base biosynthetic process || F: catalytic activity, phosphoribosylamine-glycine ligase activity, phosphoribosylformylglycinamidine cyclo-ligase activity, ATP binding, ligase activity || C: cytoplasm"	"AIRS, GARS_A, AIRS_C, GARS_C, GARS_N"	Y	15				0.996325
DDB_G0290123	phbA			P: biological_process || F: molecular_function || C: 	Band_7	Y	11				0.997552
DDB_G0290125	DDB_G0290125			P:  || F: protein binding || C: 	"LRR_1, F-box"	Y					0.988483
DDB_G0290127	DDB_G0290127		"WD40 repeat-containing protein, cyclin-like F-box containing protein"	P: biological_process || F: molecular_function || C: cellular_component	"WD40, WD40, WD40, WD40, WD40, WD40, F-box"	Y					0.91184
DDB_G0290129	DDB_G0290129		Putative serine peptidase.			Y					0.00192678
DDB_G0290133	DDB_G0290133					Y	118				0.83209
DDB_G0290135	DDB_G0290135					Y					1
DDB_G0290137	DDB_G0290137					Y					0.958015
DDB_G0290139	DDB_G0290139		peptidase S28 family protein	P: proteolysis || F: serine-type peptidase activity || C: 		Y	14				0.998603
DDB_G0290141	rps17	rpgM	40S ribosomal protein S17	"P: translation || F: RNA binding, structural constituent of ribosome || C: intracellular"	Ribosomal_S17e	Y	49				0.99511
DDB_G0290143	DDB_G0290143					Y					1
DDB_G0290145	DDB_G0290145			"P: metabolic process || F: catalytic activity, cofactor binding || C: "	"AMP-binding, NAD_binding_4"	Y					0.974549
DDB_G0290147	DDB_G0290147			"P: translation || F: structural constituent of ribosome || C: intracellular, ribosome, large ribosomal subunit"	Ribosomal_L30	Y	2				1
DDB_G0290149	DDB_G0290149					Y	1				0.484663
DDB_G0290151	DDB_G0290151					Y					1
DDB_G0290153	DDB_G0290153			"P: transport || F: transporter activity || C: membrane, integral to membrane"	MFS_1	Y	29				1
DDB_G0290155	DDB_G0290155					Y					0.994305
DDB_G0290157	pkgB	"PK2, PKBR1, pkfA, DK2"	"protein kinase 2, protein serine/threonine kinase, protein kinase, AGC group, SGK family protein kinase"	"P: protein amino acid phosphorylation, protein amino acid phosphorylation || F: protein serine/threonine kinase activity, ATP binding || C: "	"Pkinase, Pkinase_C"	Y	21	"pkgB-: abolished SDF production, development arrests at mound stage || pkgB-: decreased cell-substrate adhesion, decreased chemotaxis rate, increased cell motility || pkgB-/[act15]:pkgB(K182M): development arrests at mound stage || pkgB-/[gbfA]:pkgB: wild type"			0.997918
DDB_G0290159	phg1c		putative phagocytic receptor 1c	"P: transport, phagocytosis || F: transmembrane receptor activity, transporter activity || C: integral to plasma membrane"	EMP70	Y	9				0.992382
DDB_G0290161	miox		"inositol oxygenase, myo-inositol oxygenase"	"P: inositol catabolic process || F: oxidoreductase activity, acting on single donors with incorporation of molecular oxygen || C: cellular_component"	DUF706	Y	4				1
DDB_G0290163	tom1		"GAT domain-containing protein, VHS domain-containing protein"	P: intracellular protein transport || F: molecular_function || C: intracellular	"VHS, GAT"	Y	8				0.937782
DDB_G0290165	bzpR		putative basic-leucine zipper (bZIP) transcription factor	"P: regulation of transcription, DNA-dependent || F: transcription factor activity, sequence-specific DNA binding, protein dimerization activity || C: nucleus"	bZIP_2	Y	3				0.826345
DDB_G0290167	DDB_G0290167					Y					1
DDB_G0290169	bzpO		putative basic-leucine zipper (bZIP) transcription factor	"P: regulation of transcription, DNA-dependent || F: transcription factor activity, sequence-specific DNA binding, protein dimerization activity || C: nucleus"	bZIP_1	Y	8				0.880576
DDB_G0290171	bzpS		putative basic-leucine zipper (bZIP) transcription factor	"P: regulation of transcription, DNA-dependent || F: transcription factor activity, sequence-specific DNA binding, protein dimerization activity || C: nucleus"	bZIP_2	Y	2				0.930122
DDB_G0290173	bzpI		putative basic-leucine zipper (bZIP) transcription factor	"P: regulation of transcription, DNA-dependent || F: transcription factor activity, sequence-specific DNA binding, protein dimerization activity || C: nucleus"	bZIP_2	Y	31				0.974405
DDB_G0290175	DDB_G0290175					Y					1
DDB_G0290177	DDB_G0290177		putative transmembrane protein	P: biological_process || F: molecular_function || C: integral to membrane		Y	15				0.997438
DDB_G0290179	ube3a		ubiquitin-protein ligase E3A	P: ubiquitin-dependent protein catabolic process || F: ubiquitin-protein ligase activity || C: intracellular	HECT	Y	2				0.994455
DDB_G0290181	DDB_G0290181		"HAT repeat-containing protein, RNA binding S1 domain-containing protein"	P: RNA processing || F: RNA binding || C: 		Y	4				1
DDB_G0290183	DDB_G0290183			P:  || F: zinc ion binding || C: nucleus	zf-MYND	Y					0.989591
DDB_G0290185	crlF		G-protein-coupled receptor (GPCR) family protein	"P: G-protein coupled receptor protein signaling pathway || F: receptor activity, G-protein coupled receptor activity || C: integral to membrane"		Y					1
DDB_G0290187	hspH		heat shock protein Hsp70 family protein	"P: protein folding, response to unfolded protein || F: nucleotide binding, ATP binding, unfolded protein binding || C: phagocytic vesicle"	HSP70	Y	113				0.997845
DDB_G0290189	DDB_G0290189					Y					1
DDB_G0290191	DDB_G0290191					Y	1				1
DDB_G0290193	DDB_G0290193		"putative GTPase activating protein (GAP), DENN domain-containing protein"		"DENN, uDENN"	Y	6				0.961609
DDB_G0290195	DDB_G0290195					Y					1
DDB_G0290197	DDB_G0290197		"calcium-binding EF-hand domain-containing protein, putative NADH dehydrogenase"	"P:  || F: calcium ion binding, disulfide oxidoreductase activity || C: "	"efhand, efhand, Pyr_redox, Pyr_redox_2"	Y					0.985758
DDB_G0290199	DDB_G0290199			P:  || F: N-acetyltransferase activity || C: 	Acetyltransf_1	Y					0.855828
DDB_G0290201	DDB_G0290201					Y					1
DDB_G0290203	DDB_G0290203					Y					1
DDB_G0290205	DDB_G0290205					Y	1				0.998647
DDB_G0290207	mdhA		malate dehydrogenase	"P: glycolysis, malate metabolic process, metabolic process || F: catalytic activity, L-lactate dehydrogenase activity, oxidoreductase activity, malate dehydrogenase activity, L-malate dehydrogenase activity || C: cytoplasm"	"Ldh_1_N, Ldh_1_C"	Y	42				1
DDB_G0290209	med10		putative mediator complex subunit 10	P: transcription from RNA polymerase II promoter || F: RNA polymerase II transcription mediator activity || C: mediator complex	Med10	Y	2				0.836611
DDB_G0290211	DDB_G0290211				PWWP	Y	5				0.900545
DDB_G0290213	vps45		Sec1-like family protein	"P: Golgi to vacuole transport, vesicle docking during exocytosis, vesicle-mediated transport || F: unfolded protein binding || C: Golgi membrane, phagocytic vesicle"	Sec1	Y	62				1
